,book_title,book_toc,book_intro,publisher
0,모던 자바 인 액션,"['옮긴이의 말', '지은이의 말', '이 책에 대하여', '표지 그림 소개', 'PART I 기초', 'CHAPTER 자바 무슨 일이 일어나고 있는가', '역사의 흐름은 무엇인가', '왜 아직도 자바는 변화하는가', '자바 함수', '스트림', '디폴트 메서드와 자바 모듈', '함수형 프로그래밍에서 가져온 다른 유용한 아이디어', '마치며', 'CHAPTER 동작 파라미터화 코드 전달하기', '변화하는 요구사항에 대응하기', '동작 파라미터화', '복잡한 과정 간소화', '실전 예제', '마치며', 'CHAPTER 람다 표현식', '람다란 무엇인가', '어디에 어떻게 람다를 사용할까', '람다 활용 실행 어라운드 패턴', '함수형 인터페이스 사용', '형식 검사 형식 추론 제약', '메서드 참조', '람다 메서드 참조 활용하기', '람다 표현식을 조합할 수 있는 유용한 메서드', '비슷한 수학적 개념', '마치며', 'PART II 함수형 데이터 처리', 'CHAPTER 스트림 소개', '스트림이란 무엇인가', '스트림 시작하기', '스트림과 컬렉션', '스트림 연산', '로드맵', '마치며', 'CHAPTER 스트림 활용', '필터링', '스트림 슬라이싱', '매핑', '검색과 매칭', '리듀싱', '실전 연습', '숫자형 스트림', '스트림 만들기', '마치며', 'CHAPTER 스트림으로 데이터 수집', '컬렉터란 무엇인가', '리듀싱과 요약', '그룹화', '분할', 'Collector 인터페이스', '커스텀 컬렉터를 구현해서 성능 개선하기', '마치며', 'CHAPTER 병렬 데이터 처리와 성능', '병렬 스트림', '포크 조인 프레임워크', 'Spliterator 인터페이스', '마치며', 'PART III 스트림과 람다를 이용한 효과적 프로그래밍', 'CHAPTER 컬렉션 API 개선', '컬렉션 팩토리', '리스트와 집합 처리', '맵 처리', '개선된 ConcurrentHashMap', '마치며', 'CHAPTER 리팩터링 테스팅 디버깅', '가독성과 유연성을 개선하는 리팩터링', '람다로 객체지향 디자인 패턴 리팩터링하기', '람다 테스팅', '디버깅', '마치며', 'CHAPTER 람다를 이용한 도메인 전용 언어', '도메인 전용 언어', '최신 자바 API의 작은 DSL', '자바로 DSL을 만드는 패턴과 기법', '실생활의 자바 DSL', '마치며', 'PART IV 매일 자바와 함께', 'CHAPTER null 대신 Optional 클래스', '값이 없는 상황을 어떻게 처리할까', 'Optional 클래스 소개', 'Optional 적용 패턴', 'Optional을 사용한 실용 예제', '마치며', 'CHAPTER 새로운 날짜와 시간 API', 'LocalDate LocalTime Instant Duration Period 클래스', '날짜 조정 파싱 포매팅', '다양한 시간대와 캘린더 활용 방법', '마치며', 'CHAPTER 디폴트 메서드', '변화하는 API', '디폴트 메서드란 무엇인가', '디폴트 메서드 활용 패턴', '해석 규칙', '마치며', 'CHAPTER 자바 모듈 시스템', '압력 소프트웨어 유추', '자바 모듈 시스템을 설계한 이유', '자바 모듈 큰 그림', '자바 모듈 시스템으로 애플리케이션 개발하기', '여러 모듈 활용하기', '컴파일과 패키징', '자동 모듈', '모듈 정의와 구문들', '더 큰 예제 그리고 더 배울 수 있는 방법', '마치며', 'PART V 개선된 자바 동시성', 'CHAPTER CompletableFuture와 리액티브 프로그래밍 컨셉의 기초', '동시성을 구현하는 자바 지원의 진화', '동기 API와 비동기 API', '박스와 채널 모델', 'CompletableFuture와 콤비네이터를 이용한 동시성', '발행 구독 그리고 리액티브 프로그래밍', '리액티브 시스템 vs 리액티브 프로그래밍', '마치며', 'CHAPTER CompletableFuture 안정적 비동기 프로그래밍', 'Future의 단순 활용', '비동기 API 구현', '비블록 코드 만들기', '비동기 작업 파이프라인 만들기', 'CompletableFuture의 종료에 대응하는 방법', '로드맵', '마치며', 'CHAPTER 리액티브 프로그래밍', '리액티브 매니패스토', '리액티브 스트림과 플로 API', '리액티브 라이브러리 RxJava 사용하기', '마치며', 'PART VI 함수형 프로그래밍과 자바 진화의 미래', 'CHAPTER 함수형 관점으로 생각하기', '시스템 구현과 유지보수', '함수형 프로그래밍이란 무엇인가', '재귀와 반복', '마치며', 'CHAPTER 함수형 프로그래밍 기법', '함수는 모든 곳에 존재한다', '영속 자료구조', '스트림과 게으른 평가', '패턴 매칭', '기타 정보', '마치며', 'CHAPTER OOP와 FP의 조화 자바와 스칼라 비교', '스칼라 소개', '함수', '클래스와 트레이트', '마치며', 'CHAPTER 결론 그리고 자바의 미래', '자바 의 기능 리뷰', '자바 모듈 시스템', '자바 지역 변수형 추론', '자바의 미래', '더 빠르게 발전하는 자바', '결론', '부록', 'APPENDIX A 기타 언어 업데이트', 'APPENDIX B 기타 라이브러리 업데이트', 'APPENDIX C 스트림에 여러 연산 병렬로 실행하기']",[],"['완전히 새로워진 자바 의 기능을 속 시원하게 배우자 이 책은 자바 최신 기능을 애플리케이션에 실용적으로 적용하는 방법을 알려준다', '수정처럼 투명한 예제와 꼼꼼한 정보 제공으로 여러분의 노력에 보답할 것이다', '또한 기존 핵심 자바의 지식뿐 아니라 스트림 API 자바 모듈 시스템 같은 최신 추가 기능 동시성의 새로운 접근 방법 함수형 개념 등 읽기 쉽고 유지보수하기 쉬운 코드를 구현하는 데 어떻게 도움이 되는지 배울 수 있다', '왜 새로운 기능을 사용해야 할까 예를 들어 새로 추가된 기능 중에서 람다를 이용하면 좀 더 간결한 자바 프로그램을 구현할 수 있다', '대부분의 독자는 이미 이벤트 핸들러 콜백 등을 이용해 어떤 이벤트가 발생했을 때 호출될 메서드를 포함하는 객체를 등록해본 경험이 있을 것이다', '람다라면 더 다양한 분야에서 이 기능을 사용할 수 있다', '즉 람다와 람다의 친구인 메서드 레퍼런스로 어떤 동작 중 실행될 수 있는 코드나 메서드를 간단하게 인수로 전달할 수 있다', '결국 독자 여러분이 생각했던 것보다 이와 같은 기능이 자주 사용 메서드를 코드로 파라미터화하는 것뿐 아니라 새로운 스트림 API를 이용해 데이터를 수집하는 복잡한 쿼리에 이르기까지 된다는 것을 확인하게 될 것이다', '이 책의 구성이 책은 크게 기초 함수형 데이터 처리 스트림과 람다를 이용한 효과적 프로그래밍 매일 자바와 함께 개선된 자바 동시성 함수형 프로그래밍과 자바 진화의 미래 여섯 가지 내용으로 구성되었다', '처음 부와 부에서 소개하는 장들은 순서대로 읽어야 앞뒤 문맥을 이해할 수 있으며 나머지 네 개 부는 각각 독립적인 내용으로 구성되어 있으므로 어떤 순서로든 읽을 수 있다', '대부분의 장에는 직접 실습할 수 있도록 다양한 퀴즈를 포함했다', '부 자바 을 처음 접하는 독자에게 적합한 내용을 다루는 세 개 장을 제공한다', '부를 끝낼 즈음엔 람다 표현식이 무엇인지 이해할 수 있고 람다를 이용해서 변화하는 요구사항에 쉽게 대응할 수 있는 간결하면서도 유연한 코드를 구현할 수 있게 될 것이다', '부 새로운 스트림 API를 자세히 설명한다', '부를 끝내면 스트림이 무엇이며 스트림을 이용해서 데이터 컬렉션을 처리하는 간결하고 효율적인 애플리케이션을 구현하는 방법을 알게 될 것이다', '부 자바를 더 효과적으로 사용하고 최신 기법으로 코드를 개선하는 데 도움을 주는 다양한 자바 자바 관련 내용을 살펴본다', '가능한 최신의 프로그래밍 개념을 설명하는 것이 목표로 이 책의 다른 부분에서는 부에서 다룬 내용을 활용하지는 않는다', '부 프로젝트를 구성하는 코드를 더 쉽고 안정적으로 만들 수 있도록 자바 과 자바 에 추가된 다양한 새 기능을 살펴본다', '부 장과 장에서 설명한 스트림을 이용한 쉬운 병렬 처리 방법에서 한 걸음 더 나아가 자바로 병렬 프로그래밍을 구조화하는 고급 기법을 살펴본다', '부 주제를 조금 전환해 스칼라와 자바 의 기능을 비교하면서 효과적으로 함수형 프로그래밍을 자바로 구현하는 방법을 살펴본다', '부록 부록 A에서는 책에서 살펴보지않은 자바 언어의 작은 특징을 요약한다', '부록 B에서는 유용하게 사용할 수 있도록 자바 라이브러리에 추가된 기능을 설명한다', '부록 C에서는 부의 연장으로 스트림의 고급 사용법을 설명한다', '부록 D에서는 자바 컴파일러가 람다 표현식을 구현한 내막을 설명한다', '이 책의 내용 자바 자바 자바 의 강력한 새로운 기능을 사용하는 방법 멀티코어를 효과적으로 활용하는 애플리케이션을 구현하는 방법 리팩토링 테스팅 디버깅 함수형 프로그래밍 적용 퀴즈 기습 질문 업데이트 내용을 담은 부록']"
1,구글 클라우드 플랫폼 인 액션,"['CHAPTER 클라우드란 무엇인가', '구글 클라우드 플랫폼이란 무엇인가', '왜 클라우드를 사용할까', '클라우드 서비스에서 기대할 수 있는 것', '클라우드용 애플리케이션 빌드', '구글 클라우드 플랫폼 시작하기', '구글 클라우드 플랫폼과의 상호작용', '요약', 'CHAPTER 시도하기 구글 클라우드에 워드프레스 배포하기', '시스템 구조 개요', '데이터베이스 알아보기', '워드프레스 VM 배포하기', '워드프레스 구성하기', '시스템 리뷰', '끄기', '요약', 'CHAPTER 클라우드 데이터 센터', '데이터 센터 위치', '격리 수준 및 내결함성', '안전 문제', '리소스 격리 및 성능', '요약', 'PART II 저장소', 'CHAPTER Cloud SQL 매니지드 관계형 스토리지', 'Cloud SQL이란 무엇인가', 'Cloud SQL 사용', '운영환경을 위한 Cloud SQL 구성', '스케일 업 및 다운', '복제', '백업 및 복원', '가격 책정의 이해', '언제 Cloud SQL을 사용해야 할까', '비용', 'MySQL을 실행하는 VM으로 Cloud SQL 산정', '요약', 'CHAPTER Cloud Datastore 문서 저장소', 'Cloud Datastore란 무엇인가', 'Cloud Datastore와의 상호작용', '백업 및 복원', '가격 책정의 이해', '언제 Cloud Datastore를 사용해야 할까', '요약', 'CHAPTER Cloud Spanner 대규모 SQL', 'NewSQL이란 무엇인가', 'Spanner란 무엇인가', '개념', 'Cloud Spanner와의 상호작용', '고급 개념', '가격 책정의 이해', '언제 Cloud Spanner를 사용해야 할까', '요약', 'CHAPTER Cloud Bigtable 대규모의 구조화된 데이터', 'Bigtable이란 무엇인가', '개념', 'Cloud Bigtable과의 상호작용', '가격 책정의 이해', 'Cloud Bigtable은 언제 사용해야 할까', 'Bigtable과 HBase의 차이점은 무엇인가', '사례 연구 InstaSnap 권장 사항', '요약', 'CHAPTER Cloud Storage 오브젝트 스토리지', '개념', 'Cloud Storage에 데이터 저장', '올바른 저장소 클래스 선택', '권한 제어', '객체 버전', '객체 수명주기', '변경 알림', '일반적인 사용 사례', '가격 책정의 이해', 'Cloud Storage는 언제 사용해야 하나', '요약', 'PART III 컴퓨팅', 'CHAPTER Compute Engine 가상 머신', '첫 번째 혹은 두 번째 가상머신 시작하기', '영구 디스크를 이용한 블록 저장소', '인스턴스 그룹 및 동적 리소스', '선점형 VM을 사용한 단기 수명 컴퓨팅', '로드 밸런싱', '클라우드 CDN', '가격 책정의 이해', '언제 GCE를 사용해야 할까', '요약', 'CHAPTER 쿠버네티스 엔진 관리형 쿠버네티스 클러스터', '컨테이너란 무엇인가', '도커란 무엇인가', '쿠버네티스란 무엇인가', '쿠버네티스 엔진이란 무엇인가', '쿠버네티스 엔진과의 상호작용', '클러스터 유지보수', '가격 책정의 이해', '쿠버네티스 엔진은 언제 사용해야 할까', '요약', 'CHAPTER App Engine 완전 관리형 애플리케이션', '개념', 'App Engine과의 상호작용', '애플리케이션 스케일링', 'App Engine Standard의 관리 서비스 사용', '가격 책정의 이해', '언제 App Engine을 사용해야 할까', '요약', 'CHAPTER Cloud Functions 서버리스 애플리케이션', '마이크로서비스란 무엇인가', 'Google Cloud Functions란 무엇인가', 'Cloud Functions와의 상호작용', '고급 개념', '가격 책정의 이해', '요약', 'CHAPTER Cloud DNS 관리형 DNS 호스팅', 'Cloud DNS란 무엇인가', 'Cloud DNS와의 상호작용', '가격 책정의 이해', '사례 연구 부팅 시 DNS 이름 부여', '요약', 'PART IV 머신러닝', 'CHAPTER Cloud Vision 이미지 인식', '이미지 주석 달기', '가격 책정의 이해', '사례 연구 유효한 프로필 사진 적용', '요약', 'CHAPTER Cloud Natural Language 텍스트 분석', 'Natural Language API는 어떻게 작동하는가', '감정 분석', '엔티티 인식', '문법 분석', '가격 책정의 이해', '사례 연구 InstaSnap 해시 태그 제안', '요약', 'CHAPTER Cloud Speech 오디오 텍스트 변환', '간단한 음성 인식', '연속 음성 인식', '사용자 정의 단어와 구문으로 힌트 주기', '가격 책정의 이해', '사례 연구 InstaSnap 비디오 캡션', '요약', 'CHAPTER Cloud Translation 다국어 기계 번역', 'Translation API는 어떻게 작동할까', '언어 감지', '텍스트 번역', '가격 책정의 이해', '사례 연구 InstaSnap 캡션 번역', '요약', 'CHAPTER 클라우드 머신러닝 엔진 매니지드 머신러닝', '머신러닝이란 무엇인가', 'Cloud Machine Learning Engine이란 무엇인가', '클라우드 ML Engine과의 상호작용', '가격 결정의 이해', '요약', 'PART V 데이터 처리 및 분석', 'CHAPTER BigQuery 확장성이 뛰어난 데이터웨어하우스', 'BigQuery란 무엇인가', 'BigQuery와의 상호작용', '가격 책정의 이해', '요약', 'CHAPTER Cloud Dataflow 대규모 데이터 처리', 'Apache Beam이란 무엇인가', 'Cloud Dataflow란 무엇인가', 'Cloud Dataflow와의 상호작용', '가격 결정의 이해', '요약', 'CHAPTER Cloud Pub Sub 관리 이벤트 퍼블리싱', '메시지 처리의 어려움', 'Cloud Pub Sub란 무엇인가', '메시지의 수명', '개념', '시도해 보기', '푸시 구독', '가격 정책의 이해', '메시징 패턴', '요약']","['전 세계의 수많은 개발자가 구글 클라우드 플랫폼을 신뢰한다', '이 구글 클라우드 플랫폼을 통해 검색을 할 수 있고 지도 기능을 사용할 수 있으며 일반적으로 사용하는 도구로 인프라에서 애플리케이션을 호스팅할 수 있다', '또한 구글 클라우드 플랫폼은 견고한 안정성과 놀라운 서비스 조합을 보여주고 있으며 사용한 만큼만 과금되는 요금 체계를 갖고 있다', '이 책을 통해 실제 구글 클라우드 플랫폼에 확장할 수 있는 클라우드 애플리케이션 배포 방법을 배울 수 있다', '저자이자 구글 소프트웨어 엔지니어인 제이 제이 지웍스는 간단한 워드프레스 웹 앱 호스팅부터 컴퓨터 비전 및 자연어 처리를 위한 클라우드 기반 AI 서비스 명령에 이르기까지 독자들이 모든 것을 할 수 있도록 이끌어 줄 것이다', '독자들은 이 과정을 통해 클라우드 기반 데이터 스토리지를 극대화하고 클라우드 기능으로 서버리스 애플리케이션을 구현하며 쿠버네티스로 컨테이너를 관리하는 방법을 알게 될 것이다', '또한 이 책은 중급 개발자에 맞춰 집필되었지만 클라우드나 구글 클라우드 플랫폼 사용 경험이 없어도 읽을 수 있도록 구성되어 있다']",['이 책의 주요 내용 클라우드 스토리지와 컴퓨팅의 다양한 종류 비용을 효율적으로 선택하는 방법 다양한 실습 예제 코드 클라우드 기반 머신러닝']
2,암호화폐 수사,"['장 암호화폐란 무엇인가', '새로운 개념', '주요 암호화폐', '블록체인은 암호화폐만을 위한 기술인가', '연구실에서 간단한 암호화폐 만들기', '요약', '장 하드 비트', '해싱', '공개키 개인키 암호화', 'RSA 암호화', '타원 곡선 암호', '연구실에서 간단한 암호화폐 만들기', '요약', '장 블록체인 이해하기', '블록의 구조', '블록 헤더', 'Hex에서 원시 블록의 분해', '다운로드된 Hex에 적용하기', '트랜잭션의 번호', '블록 높이', '포크', '이더리움의 블록', '요약', '장 트랜잭션', '트랜잭션 이면의 관념', '트랜잭션의 메커니즘', '멤풀 이해하기', 'ScriptSig 및 ScriptPubKey의 이해', '원시 트랜잭션의 해석', 'JSON 데이터 추출하기', '주소 히스토리의 분석', '꾸밈 주소 만들기', '이더리움 트랜잭션의 해석', '요약', '장 채굴', '작업 증명의 개념', '지분 증명의 개념', '채굴 풀', '채굴 사기', '요약', '장 지갑', '지갑 유형', '소프트웨어 지갑', '하드웨어 지갑', '콜드 지갑 또는 콜드 스토리지', '지갑을 중요하게 인식하는 이유는', '소프트웨어 지갑', '하드웨어 지갑', '종이 지갑', '지갑 가져오기 형식', '지갑이 키를 저장하는 방법', '은밀한 지갑 설정', '요약', '장 컨트랙트와 토큰', '계약', '비트코인', '이더리움', '토큰 및 최초 코인 공개', '요약', '부 조사의 수행', '장 암호화폐 사용의 탐지', '현장 수색', '수색 대상의 새로운 범주', '심문', '온라인 수색', '압수한 컴퓨터에서 개인키 및 공개키 추출', '상용 도구', '지갑 파일 추출', '비트코인 주소 검색 자동화', '메모리 덤프에서 데이터 찾기', '라이브 컴퓨터에서 작업하기', '지갑 파일 획득', '비트코인 데몬에서 데이터 내보내기', '라이브 리눅스 및 OS X 시스템에서 지갑 데이터 추출', '요약', '장 복구된 주소 및 지갑의 분석', '복구된 주소에서 정보 수집하기', '이더리움에서 원시 데이터 추출', '특정 주소에 관한 정보 검색', '복구된 지갑 분석', '조사 환경의 설정', '개인키 가져오기', '암호화된 지갑 다루기', '다른 데이터 유추', '요약', '장 자금 추적', '초기 힌트 및 팁', 'Blockchain info에서의 트랜잭션', '잔금 주소 식별', '클러스터를 식별하는 또 다른 간단한 방법', '트랜잭션에서 트랜잭션으로 이동', '기법들을 종합하기', '기타 탐색 웹 사이트', '이더리움 트랜잭션 추적', '주소 모니터링', 'Blockonomics co', 'Bitnotify com', '나만의 모니터링 스크립트 작성', '이더리움 주소 모니터링', '요약', '장 시각화 시스템', '온라인 블록체인 뷰어', 'Blockchain info', 'Etherscan io', '상용 시각화 시스템', '요약', '장 용의자 찾기', 'IP 주소 추적', 'Bitnodes', 'IP가 저장되는 기타 영역', '용의자가 Tor를 사용하고 있는가', '용의자가 프록시 또는 VPN을 사용하고 있는가', '서비스 제공자 추적', '오픈소스 방법 고려하기', '다크 웹 접근 및 검색', '마이크로메시지 탐지 및 읽기', '요약', '장 암호화폐 트래픽 스니핑', '감청이란 무엇일까', '비트코인 노드 감시', '유선에서 데이터 스니핑', '요약', '장 코인 압수', '자산 압수', '현금화', '스토리지 지갑 설정', '용의자의 개인키 가져오기', '보관 및 보안', '온라인 지갑의 압수', '연습 연습 연습', '요약', '장 종합편', '암호화폐 범죄의 사례', '불법 상품 구매', '불법 상품 판매', '암호화폐 절도', '자금 세탁', '납치와 금전 갈취', '학습 내용']",[],"['이 책에서 다루는 내용 블록체인 및 트랜잭션 기술에 대한 심층적인 이해 암호화폐 계정의 설정 및 실행 블록체인 원장에서 원시 데이터에 접근 트랜잭션 추적 및 특정 주소에 대한 정보 구축 트랜잭션 뒤에 존재하는 실제 사용자를 식별 코인 압수 방법의 이해 조사 과정에서 적절한 기술과 기법의 사용 이 책의 대상 독자 당신이 디지털 포렌식 조사관이든 기업 분석 회계사이든 심지어 오픈소스 인텔리전스 수집가이든 나처럼 평생 다른 누군가의 데이터를 파헤치며 살아왔다면 이 주제에 대해 알아야 한다', '당장 오늘이 아니라면 내일이라도 말이다', '이 책은 기술을 광범위하게 다루므로 어떤 부분은 당신의 직업과 매우 밀접할 수 있고 어떤 부분은 관련성이 떨어질 수 있다', '예를 들어 하드디스크 드라이브와 디바이스에서 암호화폐에 관한 데이터를 추출하는 방법과 이런 유형의 정보를 현장 수색하는 방법을 배운다고 가정해보자', '만일 당신이 현장 수색을 수행할 수 없다 하더라도 중요한 정보를 놓치지 않도록 현장 담당자나 수사관에게 요구 사항을 전달할 수 있다', '이 책의 구성 장 암호화폐란 무엇인가 에서는 암호화폐가 실제로 무엇인지 정의하고 통화의 가치가 어디에서 나오며 어떻게 거래되는지 설명한다', '오늘날의 주요 통화들을 살펴보고 트랜잭션 컨트랙트 contract 그리고 기술의 다채로운 가능성에 대해 논의한다', '장 하드 비트 에서는 해싱의 기초를 형성하는 다소 재미없는 수학과 다양한 암호화폐에서 사용되는 암호화 프로토콜을 다룬다', '장 블록체인 이해하기 에서는 블록체인과 그 기능을 명확하게 정의한다', 'API 호출을 통해 원시 블록체인 데이터를 얻는 방법과 원시 진수에서 블록 헤더를 해체하는 방법을 살펴본다', '장 트랜잭션 에서는 개별 트랜잭션을 드릴다운한다', '다시 말해 온라인 웹 인터페이스에서 얻은 데이터가 아닌 원시 트랜잭션 데이터를 추출한다', '수수료와 멤풀 Mempool 뿐 아니라 잔금 이 어떻게 작동하는지 검토한다', '장 채굴 에서는 채굴의 이면에 있는 개념과 기술 그리고 블록이 블록체인에 추가되는 방식 및 새로운 코인 을 생성하는 법을 다룬다', '장 지갑 에서는 다양한 종류의 지갑을 살펴본다', '이는 수사관들이 현장 수색이나 컴퓨터 등 장치에서 무엇을 검색해야 할지 알아야 하므로 중요하다', '범죄자가 어떻게 은닉 지갑을 만드는지에 대해서도 다룬다', '장 컨트랙트와 토큰 에서는 암호화폐 컨트랙트가 어떻게 작동하는지 심도 있게 살펴보고 비트코인과 이더리움 스크립트의 차이점을 검토한다', '장 암호화폐 사용의 탐지 에서는 현장 수색 그리고 온라인 수색을 통해 용의자의 암호화폐 사용을 탐지한다', '컴퓨터 메모리 RAM 를 추출하고 분석함으로써 디스크 이미지 또는 실제 컴퓨터에서 지갑 및 지불 주소를 찾는 방법을 자세히 배운다', '장 복구된 주소 및 지갑의 분석 에서는 복구된 지불 주소와 지갑의 분석 정보 수집 그리고 원시 블록체인 데이터를 얻기 위한 API 사용에 대해 알아본다', '또한 복구된 개인키를 사용해 공개키와 사용 이력을 찾고 암호화된 지갑을 여는 방법을 살펴본다', '장 자금 추적 에서는 보이지 않는 주소 address blindness 를 피해 자금의 흐름을 따라가는 방법과 하드포크를 통해 블록을 추적하는 방법을 이해한다', '또한 자동으로 주소를 모니터링하고 Bitcoin Core 명령행을 사용해 블록체인을 오프라인에서 확인하는 방법에 대해서도 설명한다', '장 시각화 시스템 에서는 트랜잭션 간의 연결을 시각화하는 도구를 살펴본다', '시각화 작업은 많은 양의 데이터를 생성하므로 경우에 따라 도움이 되기도 하지만 방해가 될 수도 있으므로 이 도구들을 다루는 방법을 살펴본다', '장 용의자 찾기 에서는 블록체인에서 사용자의 익명성 제거에 중점을 둔다', '클러스터링 방법을 학습함으로써 단일 사용자가 소유한 주소 그룹을 식별할 수 있다', '로깅된 IP 주소를 살펴보고 비트코인 사용자의 IP 주소를 크롤링할 수 있는 방법과 Tor 사용 여부를 파악한다', '또한 오픈소스 방식을 이용해 지불 주소를 실제 사람과 연결하는 방법을 살펴본다', '마이크로 메시지 전송을 위한 블록체인 사용법에 대해서도 간략히 다룬다', '장 암호화폐 트래픽 스니핑 에서는 와이어탭에서 데이터를 추출하고 비트코인 네트워크에서 노드의 활동을 감시하는 방법을 다룬다', '장 코인 압수 에서는 용의자에 의한 사용이 식별된 코인을 즉시 압수하는 방법을 배운다', '장 종합편 에서는 이제껏 배운 모든 기술을 암호화폐와 관련된 범죄 조사에 체계적으로 적용하도록 할 것이다', '옮긴이의 말 수사 당국의 감시망을 피해 범죄 자금을 송금하는 것은 어려운 일이지만 비트코인 등과 같은 암호화폐라면 얘기가 달라진다', '범죄 자금의 종착지는 은행 시스템과 연결돼 있어 추적하기가 비교적 쉬운 반면 은행 시스템에 연결될 필요가 없는 비트코인은 추적하기가 어렵다', '언뜻 암호화폐 범죄 자금이라고 하면 테러 자금 또는 다크 웹 dark web 에서의 마약 거래 등을 먼저 떠올리지만 암호화폐 영역에서 발생하는 범죄는 점차 개인과 기업을 표적으로 삼아 일상에 파고들고 있다', '이것이 바로 우리가 블록체인과 암호화폐 관련 수사 기법이 향후 범죄 수사에서 중요한 위치를 차지하게 될 것이라고 확신하는 이유다', '최근 암호화폐 거래소의 정보보호최고책임자 직책을 맡은 후 언제 발생할지 모르는 거래소의 비상 상황에 대비해 늘 촉각을 곤두세우고 있다', '암호화폐 거래소는 고객의 암호 자산을 다루는 만큼 해킹이나 보이스 피싱과 같은 범죄에 상시 대응 태세를 갖춰야 한다', '또한 언제 발생할지 모를 테러 자금 등 국제 범죄 자금의 이상 징후를 사전에 차단하기 위한 노력도 함께 기울여야 한다', '문제가 생기면 거래소 계좌가 동결되는 등 거래소 업무에 큰 타격을 입게 되므로 매일 매시간이 살얼음판을 걷는 듯하다', '아무리 자금의 흐름을 예의 주시한다 하더라도 빈틈은 생기기 마련이다', '보이스피싱이나 해킹 피해가 거래소 고객 계좌에서 발생한 경우 경찰에 수사 협조를 의뢰해야 할 경우가 종종 생긴다', '그런데 사건을 담당하는 수사관과 대화를 나누다 보면 종종 암호화폐에 대한 이해가 충분하지 못하다는 인상을 받곤 한다', '물론 비교적 새롭게 등장한 암호화폐 관련 범죄에 대한 이해가 부족한 것은 어쩔 수 없는 현실이다', '문제는 담당 수사관을 이해시키는 데 시간을 할애하다 보니 빠른 수사가 관건인 보이스피싱과 같은 범죄 수사가 지연되곤 한다는 점이다', '발 빠른 수사로 용의자를 검거하고 피해 자금을 되찾을 수 있다면 범죄 피해자들을 보호할 수 있는 확률이 더 높아질 텐데 말이다', '그러던 중 암호화폐 수사 기법에 관한 책을 발견하게 된 것은 정말 행운이었다', '지금까지 암호화폐나 블록체인 기술을 소개한 책들은 많았지만 암호화폐에 특화된 수사 기법을 다룬 책은 없었다', '암호화폐에 관한 수사 또는 조사를 담당하는 분들께 희소식이 아닐 수 없다', '암호화폐 수사는 이제까지 존재하지 않았던 새로운 직무 분야가 될 수 있다', '이런 와중에 암호화폐 관련 범죄를 담당하게 될 수사관이라면 자신이 준수해야 하는 절차와 수사 과정에서 접할 암호화폐를 안전하게 취급하기 위한 방법이 무엇인지 무척 궁금할 것이다', '이 책은 바로 이러한 궁금증을 해소해준다', '즉 수사관이 암호화폐를 처음 접할 때 알아야 할 기술에 대한 기초적인 지식과 포렌식 기법 수사의 절차와 현장 수색의 시나리오 그리고 암호화폐에 대한 오해에 이르기까지 실무적인 관점에서 다루고 있다', '또한 딱딱할 수밖에 없는 암호화폐 포렌식 기법의 나열 속에서 가끔 저자의 유머러스한 문장들이 곳곳에 스며들어 있어 읽는 재미를 더하고 있다', '블록체인 기반 암호화폐를 조사 중이거나 작동 방법에 대해 자세히 알고 싶은 독자 특히 수사관들과 자금 세탁 방지 AML 업무 담당자에게 이 책을 권한다', '저자의 디지털 포렌식 분야 경험은 암호화폐 수사 방법에 대한 신뢰를 한층 더하고 있다', '독자들은 암호화폐를 안전하게 사용할 수 있는 방법과 새로운 수사에 관한 통찰력을 얻게 될 것이다', '최근 국제자금세탁방지기구 FATF 가 개 회원국을 대상으로 암호화폐 자금 세탁 방지 의무를 부과하는 권고안이 발표되는 등 국제 사회의 관심이 높아지는 시점에서 암호화폐 수사에 관한 번역서 출간에 기여하게 돼 무척 기쁘다']"
